id,condition,question,actual_response,correct,correct_response,domain,response_time,session_num,original_stimulus,test_version,mr_difficulty,programming_difficulty,has_survey,is_mr,is_programming,adjusted_stimulus
00071,m1,20,b,True,b,PSVT:R II,12.367743492126465,0,120,3,2,3,True,True,False,145
00071,m1,21,a,True,a,shepard-metzler,3.909201622009277,0,83,3,2,3,True,True,False,108
00071,m1,22,a,True,a,code,6.67441463470459,0,131,3,2,3,True,False,True,156
00071,m1,23,a,True,a,tree,12.015979766845703,0,208,3,2,3,True,False,True,62
00071,m1,24,a,True,a,tree,6.826640605926514,0,42,3,2,3,True,False,True,46
00071,m1,25,b,True,b,PSVT:R II,7.791656970977783,0,97,3,2,3,True,True,False,122
00071,m1,26,a,True,a,code,22.29355239868164,0,136,3,2,3,True,False,True,161
00071,m1,27,b,True,b,PSVT:R II,6.197596549987793,0,98,3,2,3,True,True,False,123
00071,m1,28,b,True,b,tree,21.513429641723636,0,213,3,2,3,True,False,True,67
00071,m1,29,a,False,b,code,7.250975131988525,0,128,3,2,3,True,False,True,153
00071,m1,30,a,True,a,code,12.757524490356444,0,147,3,2,3,True,False,True,172
00071,m1,31,a,True,a,PSVT:R II,6.939674377441406,0,114,3,2,3,True,True,False,139
00071,m1,32,b,True,b,list/array,10.379353523254396,0,11,3,2,3,True,False,True,10
00071,m1,33,b,True,b,code,5.849754810333252,0,130,3,2,3,True,False,True,155
00071,m1,34,a,True,a,PSVT:R II,5.572245121002197,0,96,3,2,3,True,True,False,121
00071,m1,35,b,True,b,tree,10.838854789733888,0,56,3,2,3,True,False,True,58
00071,m1,36,b,True,b,PSVT:R II,6.175533771514893,0,113,3,2,3,True,True,False,138
00071,m1,37,a,True,a,shepard-metzler,2.955874443054199,0,82,3,2,3,True,True,False,107
00071,m1,38,b,True,b,list/array,14.970884323120115,0,13,3,2,3,True,False,True,11
00071,m1,39,a,True,a,tree,10.572638511657717,0,49,3,2,3,True,False,True,52
00071,m1,40,b,True,b,tree,8.38812255859375,0,209,3,2,3,True,False,True,63
00071,m1,41,b,True,b,PSVT:R II,11.986282348632812,0,105,3,2,3,True,True,False,130
00071,m1,42,a,True,a,list/array,11.162467956542969,0,3,3,2,3,True,False,True,3
00071,m1,43,a,True,a,list/array,20.85188865661621,0,1,3,2,3,True,False,True,1
00071,m1,44,b,True,b,shepard-metzler,4.726394176483154,0,73,3,2,3,True,True,False,100
00071,m1,45,a,True,a,list/array,12.193195343017578,0,22,3,2,3,True,False,True,19
00071,m1,46,b,True,b,PSVT:R II,10.152281761169434,0,101,3,2,3,True,True,False,126
00071,m1,47,b,True,b,tree,5.7748212814331055,0,38,3,2,3,True,False,True,42
00071,m1,48,a,True,a,list/array,14.293288230895996,0,23,3,2,3,True,False,True,20
00071,m1,49,b,True,b,code,19.223880767822266,0,137,3,2,3,True,False,True,162
00071,sma,0,b,True,b,shepard-metzler,2.961034774780273,2,80,1,2,4,True,True,False,105
00071,sma,1,a,True,a,shepard-metzler,2.784273624420166,2,90,1,2,4,True,True,False,115
00071,sma,2,a,True,a,tree,6.217483043670654,2,210,1,2,4,True,False,True,64
00071,sma,3,a,True,a,code,53.72466659545898,2,333,1,2,4,True,False,True,183
00071,sma,4,a,True,a,code,26.411535263061523,2,316,1,2,4,True,False,True,177
00071,sma,5,a,True,a,shepard-metzler,4.085962295532227,2,75,1,2,4,True,True,False,102
00071,sma,6,a,True,a,shepard-metzler,2.524225234985352,2,85,1,2,4,True,True,False,110
00071,sma,7,a,True,a,tree,3.4629786014556885,2,212,1,2,4,True,False,True,66
00071,sma,8,b,True,b,code,7.981605529785156,2,123,1,2,4,True,False,True,148
00071,sma,9,a,True,a,list/array,8.381415367126465,2,205,1,2,4,True,False,True,29
00071,sma,10,b,True,b,PSVT:R II,4.5711350440979,2,94,1,2,4,True,True,False,119
00071,sma,11,a,True,a,shepard-metzler,1.6810280084609983,2,63,1,2,4,True,True,False,90
00071,sma,12,a,True,a,tree,43.90137481689453,2,322,1,2,4,True,False,True,88
00071,sma,13,a,True,a,tree,67.36470031738281,2,307,1,2,4,True,False,True,75
00071,sma,14,b,True,b,list/array,5.5961737632751465,2,6,1,2,4,True,False,True,6
00071,sma,15,a,True,a,PSVT:R II,8.00908374786377,2,103,1,2,4,True,True,False,128
00071,sma,16,b,True,b,code,4.346404075622559,2,148,1,2,4,True,False,True,173
00071,sma,17,a,True,a,list/array,10.98521900177002,2,27,1,2,4,True,False,True,23
00071,sma,18,a,True,a,list/array,10.646734237670898,2,10,1,2,4,True,False,True,9
00071,sma,19,b,True,b,list/array,3.9385175704956055,2,25,1,2,4,True,False,True,22
00071,sma,20,a,True,a,list/array,10.643912315368652,2,24,1,2,4,True,False,True,21
00071,sma,21,a,True,a,shepard-metzler,2.694573879241944,2,67,1,2,4,True,True,False,94
00071,sma,22,b,True,b,tree,13.103177070617676,2,304,1,2,4,True,False,True,72
00071,sma,23,b,True,b,tree,16.793468475341797,2,31,1,2,4,True,False,True,36
00071,sma,24,b,True,b,tree,24.40216636657715,2,52,1,2,4,True,False,True,54
00071,sma,25,b,True,b,code,12.305533409118652,2,144,1,2,4,True,False,True,169
00071,sma,26,a,True,a,code,3.5966784954071045,2,121,1,2,4,True,False,True,146
00071,sma,27,b,True,b,shepard-metzler,1.7560184001922607,2,81,1,2,4,True,True,False,106
00071,sma,28,a,True,a,tree,9.152050971984863,2,47,1,2,4,True,False,True,50
00071,sma,29,a,True,a,shepard-metzler,2.424670934677124,2,69,1,2,4,True,True,False,96
00071,sma,30,a,True,a,code,8.269624710083008,2,134,1,2,4,True,False,True,159
00071,sma,31,b,True,b,tree,13.260687828063965,2,34,1,2,4,True,False,True,39
00071,sma,32,b,True,b,tree,15.5482177734375,2,301,1,2,4,True,False,True,69
00071,sma,33,b,True,b,PSVT:R II,6.156829833984375,2,100,1,2,4,True,True,False,125
00071,sma,34,b,True,b,PSVT:R II,7.879624843597412,2,104,1,2,4,True,True,False,129
00071,sma,35,b,False,a,tree,41.593021392822266,2,310,1,2,4,True,False,True,78
00071,sma,36,a,True,a,PSVT:R II,17.237680435180664,2,107,1,2,4,True,True,False,132
00071,sma,37,b,True,b,code,22.626564025878903,2,142,1,2,4,True,False,True,167
00071,sma,38,b,True,b,code,8.267501831054688,2,125,1,2,4,True,False,True,150
00071,sma,39,b,True,b,code,3.810791730880737,2,122,1,2,4,True,False,True,147
00071,sma,40,a,True,a,PSVT:R II,10.351445198059082,2,92,1,2,4,True,True,False,117
00071,sma,41,b,True,b,list/array,6.137201309204102,2,7,1,2,4,True,False,True,7
00071,sma,42,b,True,b,shepard-metzler,4.781215190887451,2,70,1,2,4,True,True,False,97
00071,sma,43,a,True,a,tree,71.82872009277344,2,319,1,2,4,True,False,True,85
00071,sma,44,a,True,a,shepard-metzler,6.301430702209473,2,74,1,2,4,True,True,False,101
00071,sma,45,b,True,b,PSVT:R II,2.827460765838623,2,102,1,2,4,True,True,False,127
00071,sma,46,b,True,b,tree,9.326221466064451,2,55,1,2,4,True,False,True,57
00071,sma,47,b,True,b,shepard-metzler,6.345017433166504,2,87,1,2,4,True,True,False,112
00071,sma,48,b,False,a,list/array,47.47621154785156,2,328,1,2,4,True,False,True,33
00071,sma,49,a,True,a,tree,20.663423538208008,2,214,1,2,4,True,False,True,68
00071,sma,50,b,True,b,list/array,22.9776554107666,2,15,1,2,4,True,False,True,13
00071,sma,51,b,True,b,list/array,16.543346405029297,2,19,1,2,4,True,False,True,17
00071,sma,52,b,True,b,code,10.95681381225586,2,326,1,2,4,True,False,True,180
00071,sma,53,b,True,b,tree,30.830049514770508,2,313,1,2,4,True,False,True,81
00071,sma,54,b,True,b,list/array,17.499069213867188,2,18,1,2,4,True,False,True,16
00071,sma,55,b,True,b,tree,9.013426780700684,2,45,1,2,4,True,False,True,48
00071,sma,56,a,False,b,list/array,8.688029289245605,2,201,1,2,4,True,False,True,25
00071,sma,57,a,True,a,PSVT:R II,5.153909206390381,2,95,1,2,4,True,True,False,120
00071,sma,58,a,True,a,code,8.59434700012207,2,139,1,2,4,True,False,True,164
00071,sma,59,a,True,a,code,4.768699645996094,2,124,1,2,4,True,False,True,149
00071,sma,60,a,True,a,tree,8.011935234069824,2,32,1,2,4,True,False,True,37
00071,vertex,0,a,True,a,list/array,9.744006156921388,1,29,2,2,4,True,False,True,24
00071,vertex,1,b,True,b,shepard-metzler,4.870128154754639,1,65,2,2,4,True,True,False,92
00071,vertex,2,a,True,a,shepard-metzler,3.491959810256958,1,68,2,2,4,True,True,False,95
00071,vertex,3,b,True,b,shepard-metzler,4.916634559631348,1,77,2,2,4,True,True,False,104
00071,vertex,4,b,True,b,tree,8.69797420501709,1,43,2,2,4,True,False,True,47
00071,vertex,5,b,True,b,tree,9.51280117034912,1,41,2,2,4,True,False,True,45
00071,vertex,6,a,True,a,tree,18.474586486816406,1,51,2,2,4,True,False,True,53
00071,vertex,7,b,True,b,code,32.88985061645508,1,332,2,2,4,True,False,True,182
00071,vertex,8,b,True,b,tree,11.964762687683104,1,40,2,2,4,True,False,True,44
00071,vertex,9,a,True,a,PSVT:R II,7.065811634063721,1,91,2,2,4,True,True,False,116
00071,vertex,10,a,True,a,shepard-metzler,2.7123653888702397,1,64,2,2,4,True,True,False,91
00071,vertex,11,a,True,a,PSVT:R II,16.61115074157715,1,111,2,2,4,True,True,False,136
00071,vertex,12,a,True,a,code,50.35966491699219,1,325,2,2,4,True,False,True,179
00071,vertex,13,a,False,b,code,15.905808448791504,1,132,2,2,4,True,False,True,157
00071,vertex,14,b,True,b,list/array,5.758477687835693,1,204,2,2,4,True,False,True,28
00071,vertex,15,a,True,a,shepard-metzler,3.0475761890411377,1,84,2,2,4,True,True,False,109
00071,vertex,16,a,True,a,code,8.463249206542969,1,146,2,2,4,True,False,True,171
00071,vertex,17,b,True,b,PSVT:R II,4.866986274719238,1,112,2,2,4,True,True,False,137
00071,vertex,18,a,False,b,tree,45.51529312133789,1,311,2,2,4,True,False,True,79
00071,vertex,19,b,True,b,PSVT:R II,22.34841728210449,1,116,2,2,4,True,True,False,141
00071,vertex,20,a,True,a,code,19.802404403686523,1,149,2,2,4,True,False,True,174
00071,vertex,21,b,True,b,tree,13.16086769104004,1,35,2,2,4,True,False,True,40
00071,vertex,22,a,True,a,tree,34.27846908569336,1,314,2,2,4,True,False,True,82
00071,vertex,23,b,True,b,list/array,12.458162307739258,1,2,2,2,4,True,False,True,2
00071,vertex,24,a,True,a,code,13.686960220336914,1,145,2,2,4,True,False,True,170
00071,vertex,25,b,True,b,tree,9.049840927124023,1,53,2,2,4,True,False,True,55
00071,vertex,26,b,True,b,PSVT:R II,17.033021926879883,1,106,2,2,4,True,True,False,131
00071,vertex,27,b,False,a,PSVT:R II,37.97024917602539,1,117,2,2,4,True,True,False,142
00071,vertex,28,a,True,a,tree,13.067231178283691,1,211,2,2,4,True,False,True,65
00071,vertex,29,a,True,a,list/array,11.792243003845217,1,5,2,2,4,True,False,True,5
00071,vertex,30,a,True,a,tree,10.017742156982422,1,39,2,2,4,True,False,True,43
00071,vertex,31,a,True,a,code,7.043366432189941,1,129,2,2,4,True,False,True,154
00071,vertex,32,b,True,b,PSVT:R II,19.31088256835937,1,115,2,2,4,True,True,False,140
00071,vertex,33,b,True,b,shepard-metzler,3.798569202423096,1,71,2,2,4,True,True,False,98
00071,vertex,34,a,True,a,tree,8.370626449584961,1,37,2,2,4,True,False,True,41
00071,vertex,35,a,True,a,PSVT:R II,35.0075798034668,1,119,2,2,4,True,True,False,144
00071,vertex,36,b,True,b,code,22.058563232421875,1,141,2,2,4,True,False,True,166
00071,vertex,37,a,True,a,PSVT:R II,12.275017738342283,1,110,2,2,4,True,True,False,135
00071,vertex,38,b,True,b,tree,40.67506790161133,1,308,2,2,4,True,False,True,76
00071,vertex,39,a,True,a,list/array,28.77650260925293,1,207,2,2,4,True,False,True,31
00071,vertex,40,b,True,b,code,9.329343795776367,1,135,2,2,4,True,False,True,160
00071,vertex,41,b,True,b,shepard-metzler,3.0518717765808105,1,86,2,2,4,True,True,False,111
00071,vertex,42,a,True,a,list/array,5.467939853668213,1,202,2,2,4,True,False,True,26
00071,vertex,43,a,True,a,code,33.19478988647461,1,138,2,2,4,True,False,True,163
00071,vertex,44,b,True,b,code,6.73706579208374,1,150,2,2,4,True,False,True,175
00071,vertex,45,b,True,b,list/array,40.86802291870117,1,329,2,2,4,True,False,True,34
00071,vertex,46,b,True,b,list/array,15.20602035522461,1,20,2,2,4,True,False,True,18
00071,vertex,47,a,True,a,PSVT:R II,7.1292877197265625,1,109,2,2,4,True,True,False,134
00071,vertex,48,a,True,a,list/array,11.842022895812988,1,203,2,2,4,True,False,True,27
00071,vertex,49,a,True,a,tree,17.12101173400879,1,302,2,2,4,True,False,True,70
00071,vertex,50,b,True,b,tree,44.63201522827149,1,323,2,2,4,True,False,True,89
00071,vertex,51,a,True,a,tree,5.622134685516357,1,48,2,2,4,True,False,True,51
00071,vertex,52,b,True,b,tree,8.801017761230469,1,305,2,2,4,True,False,True,73
00071,vertex,53,a,True,a,code,11.821364402770996,1,143,2,2,4,True,False,True,168
00071,vertex,54,a,True,a,PSVT:R II,37.76142501831055,1,108,2,2,4,True,True,False,133
00071,vertex,55,b,True,b,list/array,7.69336462020874,1,17,2,2,4,True,False,True,15
00071,vertex,56,b,False,a,tree,76.45865631103516,1,320,2,2,4,True,False,True,86
00071,vertex,57,a,True,a,tree,30.908428192138672,1,317,2,2,4,True,False,True,83
00071,vertex,58,b,True,b,shepard-metzler,4.910789012908936,1,88,2,2,4,True,True,False,113
00071,vertex,59,b,True,b,tree,18.05443382263184,1,57,2,2,4,True,False,True,59
00071,vertex,60,a,True,a,list/array,8.17238998413086,1,14,2,2,4,True,False,True,12
19391,m1,0,a,False,b,code,15.921354293823242,1,315,3,2,4,True,False,True,176
19391,m1,1,a,False,b,code,26.02154922485352,1,331,3,2,4,True,False,True,181
19391,m1,2,b,True,b,list/array,32.31242752075195,1,13,3,2,4,True,False,True,11
19391,m1,3,b,False,a,tree,8.841272354125977,1,303,3,2,4,True,False,True,71
19391,m1,4,a,True,a,list/array,11.69920825958252,1,4,3,2,4,True,False,True,4
19391,m1,5,a,True,a,PSVT:R II,16.33918571472168,1,96,3,2,4,True,True,False,121
19391,m1,6,b,True,b,list/array,10.527586936950684,1,206,3,2,4,True,False,True,30
19391,m1,7,a,True,a,list/array,26.322004318237305,1,3,3,2,4,True,False,True,3
19391,m1,8,b,True,b,PSVT:R II,67.16728210449219,1,97,3,2,4,True,True,False,122
19391,m1,9,a,False,b,code,41.431549072265625,1,324,3,2,4,True,False,True,178
19391,m1,10,a,True,a,code,39.57288360595703,1,147,3,2,4,True,False,True,172
19391,m1,11,a,True,a,shepard-metzler,6.3539886474609375,1,83,3,2,4,True,True,False,108
19391,m1,12,b,True,b,tree,12.13270378112793,1,213,3,2,4,True,False,True,67
19391,m1,13,b,True,b,PSVT:R II,37.10314178466797,1,118,3,2,4,True,True,False,143
19391,m1,14,b,True,b,code,20.13641166687012,1,130,3,2,4,True,False,True,155
19391,m1,15,b,True,b,PSVT:R II,21.829010009765625,1,101,3,2,4,True,True,False,126
19391,m1,16,a,False,b,tree,53.55877304077149,1,309,3,2,4,True,False,True,77
19391,m1,17,a,False,b,code,32.94060134887695,1,128,3,2,4,True,False,True,153
19391,m1,18,a,False,b,PSVT:R II,16.94382667541504,1,99,3,2,4,True,True,False,124
19391,m1,19,a,False,b,PSVT:R II,50.76423645019531,1,105,3,2,4,True,True,False,130
19391,m1,20,a,False,b,code,13.741951942443848,1,140,3,2,4,True,False,True,165
19391,m1,21,b,False,a,list/array,27.997127532958984,1,330,3,2,4,True,False,True,35
19391,m1,22,a,False,b,tree,19.21227264404297,1,54,3,2,4,True,False,True,56
19391,m1,23,a,True,a,tree,34.63147735595703,1,321,3,2,4,True,False,True,87
19391,m1,24,a,True,a,tree,7.640421867370605,1,49,3,2,4,True,False,True,52
19391,m1,25,b,False,a,code,7.579243183135986,1,131,3,2,4,True,False,True,156
19391,m1,26,a,True,a,list/array,15.202189445495604,1,1,3,2,4,True,False,True,1
19391,m1,27,b,True,b,PSVT:R II,81.07920837402344,1,113,3,2,4,True,True,False,138
19391,m1,28,b,True,b,PSVT:R II,69.335205078125,1,120,3,2,4,True,True,False,145
19391,m1,29,b,True,b,tree,53.18498992919922,1,312,3,2,4,True,False,True,80
19391,m1,30,b,True,b,PSVT:R II,84.77698516845703,1,98,3,2,4,True,True,False,123
19391,m1,31,b,True,b,tree,11.53427028656006,1,56,3,2,4,True,False,True,58
19391,m1,32,a,True,a,tree,14.550156593322754,1,208,3,2,4,True,False,True,62
19391,m1,33,b,True,b,shepard-metzler,18.625389099121094,1,76,3,2,4,True,True,False,103
19391,m1,34,b,True,b,shepard-metzler,10.988279342651367,1,66,3,2,4,True,True,False,93
19391,m1,35,b,True,b,tree,145.0571746826172,1,318,3,2,4,True,False,True,84
19391,m1,36,b,True,b,list/array,9.003449440002441,1,16,3,2,4,True,False,True,14
19391,m1,37,a,True,a,code,121.75526428222656,1,136,3,2,4,True,False,True,161
19391,m1,38,a,True,a,tree,21.55384635925293,1,42,3,2,4,True,False,True,46
19391,m1,39,b,True,b,tree,8.792088508605957,1,38,3,2,4,True,False,True,42
19391,m1,40,b,True,b,tree,14.601470947265623,1,306,3,2,4,True,False,True,74
19391,m1,41,a,True,a,code,27.87962913513184,1,133,3,2,4,True,False,True,158
19391,m1,42,a,True,a,shepard-metzler,6.086692810058594,1,89,3,2,4,True,True,False,114
19391,m1,43,b,True,b,list/array,6.675292015075684,1,11,3,2,4,True,False,True,10
19391,m1,44,b,True,b,tree,34.224605560302734,1,59,3,2,4,True,False,True,60
19391,m1,45,a,True,a,list/array,12.06581974029541,1,23,3,2,4,True,False,True,20
19391,m1,46,a,True,a,tree,34.83970642089844,1,46,3,2,4,True,False,True,49
19391,m1,47,b,True,b,tree,18.952468872070312,1,33,3,2,4,True,False,True,38
19391,m1,48,a,True,a,code,56.4271240234375,1,126,3,2,4,True,False,True,151
19391,m1,49,b,True,b,shepard-metzler,26.56902885437012,1,72,3,2,4,True,True,False,99
19391,m1,50,a,True,a,tree,134.4634246826172,1,60,3,2,4,True,False,True,61
19391,m1,51,a,True,a,shepard-metzler,4.976032257080078,1,82,3,2,4,True,True,False,107
19391,m1,52,b,True,b,code,107.56927490234376,1,127,3,2,4,True,False,True,152
19391,m1,53,a,True,a,list/array,11.047508239746094,1,22,3,2,4,True,False,True,19
19391,m1,54,a,True,a,list/array,49.592376708984375,1,9,3,2,4,True,False,True,8
19391,m1,55,a,True,a,PSVT:R II,23.90732765197754,1,93,3,2,4,True,True,False,118
19391,m1,56,a,True,a,PSVT:R II,35.2663688659668,1,114,3,2,4,True,True,False,139
19391,m1,57,b,True,b,shepard-metzler,6.629876136779785,1,73,3,2,4,True,True,False,100
19391,m1,58,b,True,b,code,106.38761138916016,1,137,3,2,4,True,False,True,162
19391,m1,59,b,True,b,tree,12.35568618774414,1,209,3,2,4,True,False,True,63
19391,m1,60,-,False,b,list/array,,1,327,3,2,4,True,False,True,32
19391,vertex,0,b,True,b,tree,34.224952697753906,0,311,2,2,4,True,False,True,79
19391,vertex,1,b,True,b,code,24.481332778930664,0,150,2,2,4,True,False,True,175
19391,vertex,2,b,False,a,tree,14.588127136230469,0,51,2,2,4,True,False,True,53
19391,vertex,3,b,True,b,PSVT:R II,35.5629997253418,0,106,2,2,4,True,True,False,131
19391,vertex,4,a,True,a,PSVT:R II,29.5100212097168,0,108,2,2,4,True,True,False,133
19391,vertex,5,a,True,a,code,26.121557235717773,0,129,2,2,4,True,False,True,154
19391,vertex,6,a,True,a,list/array,17.470754623413086,0,29,2,2,4,True,False,True,24
19391,vertex,7,b,True,b,tree,25.061010360717773,0,35,2,2,4,True,False,True,40
19391,vertex,8,b,False,a,tree,50.23015594482422,0,317,2,2,4,True,False,True,83
19391,vertex,9,a,True,a,tree,29.706188201904297,0,302,2,2,4,True,False,True,70
19391,vertex,10,a,False,b,list/array,30.473709106445312,0,329,2,2,4,True,False,True,34
19391,vertex,11,b,True,b,code,31.782060623168945,0,135,2,2,4,True,False,True,160
19391,vertex,12,b,False,a,code,93.51322174072266,0,325,2,2,4,True,False,True,179
19391,vertex,13,b,True,b,shepard-metzler,5.465065002441406,0,65,2,2,4,True,True,False,92
19391,vertex,14,b,True,b,PSVT:R II,44.31305313110352,0,116,2,2,4,True,True,False,141
19391,vertex,15,a,False,b,PSVT:R II,50.55385971069336,0,115,2,2,4,True,True,False,140
19391,vertex,16,b,True,b,tree,33.90750503540039,0,40,2,2,4,True,False,True,44
19391,vertex,17,b,True,b,shepard-metzler,6.226217269897461,0,88,2,2,4,True,True,False,113
19391,vertex,18,a,True,a,shepard-metzler,18.53822135925293,0,84,2,2,4,True,True,False,109
19391,vertex,19,b,False,a,code,47.04635238647461,0,138,2,2,4,True,False,True,163
19391,vertex,20,b,True,b,shepard-metzler,50.93267440795898,0,71,2,2,4,True,True,False,98
19391,vertex,21,b,True,b,shepard-metzler,44.64104461669922,0,86,2,2,4,True,True,False,111
19391,vertex,22,b,True,b,list/array,26.64023780822754,0,2,2,2,4,True,False,True,2
19391,vertex,23,a,False,b,tree,71.6424789428711,0,323,2,2,4,True,False,True,89
19391,vertex,24,b,True,b,code,21.623462677001957,0,141,2,2,4,True,False,True,166
19391,vertex,25,b,False,a,PSVT:R II,133.94107055664062,0,117,2,2,4,True,True,False,142
19391,vertex,26,a,True,a,tree,57.8126106262207,0,37,2,2,4,True,False,True,41
19391,vertex,27,a,True,a,PSVT:R II,105.54458618164062,0,110,2,2,4,True,True,False,135
19391,vertex,28,a,True,a,list/array,4.016115188598633,0,14,2,2,4,True,False,True,12
19391,vertex,29,a,True,a,tree,30.135417938232425,0,211,2,2,4,True,False,True,65
19391,vertex,30,b,False,a,PSVT:R II,118.0810775756836,0,109,2,2,4,True,True,False,134
19391,vertex,31,b,True,b,list/array,22.509227752685547,0,17,2,2,4,True,False,True,15
19391,vertex,32,b,True,b,PSVT:R II,56.28563690185547,0,112,2,2,4,True,True,False,137
19391,vertex,33,b,True,b,shepard-metzler,59.97572326660156,0,77,2,2,4,True,True,False,104
19391,vertex,34,b,True,b,code,87.11579132080078,0,332,2,2,4,True,False,True,182
19391,vertex,35,b,True,b,tree,11.679210662841797,0,53,2,2,4,True,False,True,55
19391,vertex,36,a,True,a,list/array,19.27044486999512,0,207,2,2,4,True,False,True,31
19391,vertex,37,a,True,a,tree,5.943495273590088,0,48,2,2,4,True,False,True,51
19391,vertex,38,a,True,a,tree,50.77424240112305,0,39,2,2,4,True,False,True,43
19391,vertex,39,b,True,b,tree,31.215147018432617,0,305,2,2,4,True,False,True,73
19391,vertex,40,b,False,a,code,88.93661499023438,0,145,2,2,4,True,False,True,170
19391,vertex,41,b,True,b,list/array,6.890329360961914,0,204,2,2,4,True,False,True,28
19391,vertex,42,a,True,a,code,40.09787368774414,0,143,2,2,4,True,False,True,168
19391,vertex,43,a,True,a,PSVT:R II,9.423678398132324,0,91,2,2,4,True,True,False,116
19391,vertex,44,a,True,a,shepard-metzler,3.759578943252564,0,68,2,2,4,True,True,False,95
19391,vertex,45,b,True,b,tree,4.951817512512207,0,43,2,2,4,True,False,True,47
19391,vertex,46,b,True,b,tree,40.162933349609375,0,41,2,2,4,True,False,True,45
19391,vertex,47,a,False,b,tree,72.70536041259766,0,308,2,2,4,True,False,True,76
19391,vertex,48,b,True,b,tree,42.75387573242188,0,57,2,2,4,True,False,True,59
19391,vertex,49,b,True,b,list/array,15.541844367980955,0,20,2,2,4,True,False,True,18
19391,vertex,50,a,True,a,list/array,11.343401908874512,0,203,2,2,4,True,False,True,27
19391,vertex,51,-,False,a,list/array,,0,202,2,2,4,True,False,True,26
19391,vertex,52,-,False,a,list/array,,0,5,2,2,4,True,False,True,5
19391,vertex,53,-,False,a,PSVT:R II,,0,111,2,2,4,True,True,False,136
19391,vertex,54,-,False,a,PSVT:R II,,0,119,2,2,4,True,True,False,144
19391,vertex,55,-,False,a,shepard-metzler,,0,64,2,2,4,True,True,False,91
19391,vertex,56,-,False,a,code,,0,149,2,2,4,True,False,True,174
19391,vertex,57,-,False,b,code,,0,132,2,2,4,True,False,True,157
19391,vertex,58,-,False,a,code,,0,146,2,2,4,True,False,True,171
19391,vertex,59,-,False,a,tree,,0,314,2,2,4,True,False,True,82
19391,vertex,60,-,False,a,tree,,0,320,2,2,4,True,False,True,86
13012,m1,0,b,True,b,code,15.95801067352295,2,125,1,1,2,True,False,True,150
13012,m1,1,a,True,a,tree,38.87833786010742,2,307,1,1,2,True,False,True,75
13012,m1,2,a,False,b,list/array,26.25861930847168,2,15,1,1,2,True,False,True,13
13012,m1,3,a,True,a,shepard-metzler,5.0773606300354,2,69,1,1,2,True,True,False,96
13012,m1,4,a,True,a,tree,51.06056594848633,2,322,1,1,2,True,False,True,88
13012,m1,5,a,True,a,PSVT:R II,12.903719902038574,2,95,1,1,2,True,True,False,120
13012,m1,6,a,True,a,shepard-metzler,8.421286582946777,2,90,1,1,2,True,True,False,115
13012,m1,7,b,True,b,code,71.76435089111328,2,326,1,1,2,True,False,True,180
13012,m1,8,b,True,b,list/array,8.62263298034668,2,6,1,1,2,True,False,True,6
13012,m1,9,a,True,a,code,29.28223419189453,2,134,1,1,2,True,False,True,159
13012,m1,10,b,True,b,tree,26.605836868286133,2,55,1,1,2,True,False,True,57
13012,m1,11,a,True,a,tree,42.67500686645508,2,310,1,1,2,True,False,True,78
13012,m1,12,b,True,b,tree,20.73929214477539,2,52,1,1,2,True,False,True,54
13012,m1,13,b,True,b,list/array,26.533416748046875,2,18,1,1,2,True,False,True,16
13012,m1,14,b,True,b,shepard-metzler,4.919278144836426,2,81,1,1,2,True,True,False,106
