id,condition,question,actual_response,correct,correct_response,domain,response_time,session_num,original_stimulus,test_version,mr_difficulty,programming_difficulty,has_survey,isMR,isProgramming,is_mr,is_programming,adjusted_stimulus
19391,X,4,a,True,a,C,29.5100212097168,0,108,2,2,4,True,True,False,True,False,82
19391,X,5,a,True,a,B,26.121557235717773,0,129,2,2,4,True,False,True,False,True,35
19391,X,6,a,True,a,D,17.470754623413086,0,29,2,2,4,True,False,True,False,True,118
19391,X,7,b,True,b,E,25.061010360717773,0,35,2,2,4,True,False,True,False,True,134
19391,X,8,b,False,a,E,50.23015594482422,0,317,2,2,4,True,False,True,False,True,177
19391,X,9,a,True,a,E,29.706188201904297,0,302,2,2,4,True,False,True,False,True,164
19391,X,10,a,False,b,D,30.473709106445312,0,329,2,2,4,True,False,True,False,True,128
19391,X,11,b,True,b,B,31.782060623168945,0,135,2,2,4,True,False,True,False,True,41
19391,X,12,b,False,a,B,93.51322174072266,0,325,2,2,4,True,False,True,False,True,60
19391,X,13,b,True,b,A,5.465065002441406,0,65,2,2,4,True,True,False,True,False,3
19391,X,14,b,True,b,C,44.31305313110352,0,116,2,2,4,True,True,False,True,False,90
19391,X,15,a,False,b,C,50.55385971069336,0,115,2,2,4,True,True,False,True,False,89
19391,X,16,b,True,b,E,33.90750503540039,0,40,2,2,4,True,False,True,False,True,138
19391,X,17,b,True,b,A,6.226217269897461,0,88,2,2,4,True,True,False,True,False,24
19391,X,18,a,True,a,A,18.53822135925293,0,84,2,2,4,True,True,False,True,False,20
19391,X,19,b,False,a,B,47.04635238647461,0,138,2,2,4,True,False,True,False,True,44
19391,X,20,b,True,b,A,50.93267440795898,0,71,2,2,4,True,True,False,True,False,9
19391,X,21,b,True,b,A,44.64104461669922,0,86,2,2,4,True,True,False,True,False,22
19391,X,22,b,True,b,D,26.64023780822754,0,2,2,2,4,True,False,True,False,True,96
19391,X,23,a,False,b,E,71.6424789428711,0,323,2,2,4,True,False,True,False,True,183
19391,X,24,b,True,b,B,21.623462677001957,0,141,2,2,4,True,False,True,False,True,47
19391,X,25,b,False,a,C,133.94107055664062,0,117,2,2,4,True,True,False,True,False,91
19391,X,26,a,True,a,E,57.8126106262207,0,37,2,2,4,True,False,True,False,True,135
19391,X,27,a,True,a,C,105.54458618164062,0,110,2,2,4,True,True,False,True,False,84
19391,X,28,a,True,a,D,4.016115188598633,0,14,2,2,4,True,False,True,False,True,106
19391,X,29,a,True,a,E,30.135417938232425,0,211,2,2,4,True,False,True,False,True,159
19391,X,30,b,False,a,C,118.0810775756836,0,109,2,2,4,True,True,False,True,False,83
19391,X,31,b,True,b,D,22.509227752685547,0,17,2,2,4,True,False,True,False,True,109
19391,X,32,b,True,b,C,56.28563690185547,0,112,2,2,4,True,True,False,True,False,86
19391,X,33,b,True,b,A,59.97572326660156,0,77,2,2,4,True,True,False,True,False,15
19391,X,34,b,True,b,B,87.11579132080078,0,332,2,2,4,True,False,True,False,True,63
19391,X,35,b,True,b,E,11.679210662841797,0,53,2,2,4,True,False,True,False,True,149
19391,X,36,a,True,a,D,19.27044486999512,0,207,2,2,4,True,False,True,False,True,125
19391,X,37,a,True,a,E,5.943495273590088,0,48,2,2,4,True,False,True,False,True,145
19391,X,38,a,True,a,E,50.77424240112305,0,39,2,2,4,True,False,True,False,True,137
19391,X,39,b,True,b,E,31.215147018432617,0,305,2,2,4,True,False,True,False,True,167
19391,X,40,b,False,a,B,88.93661499023438,0,145,2,2,4,True,False,True,False,True,51
19391,X,41,b,True,b,D,6.890329360961914,0,204,2,2,4,True,False,True,False,True,122
19391,X,42,a,True,a,B,40.09787368774414,0,143,2,2,4,True,False,True,False,True,49
19391,X,43,a,True,a,C,9.423678398132324,0,91,2,2,4,True,True,False,True,False,65
19391,X,44,a,True,a,A,3.759578943252564,0,68,2,2,4,True,True,False,True,False,6
19391,X,45,b,True,b,E,4.951817512512207,0,43,2,2,4,True,False,True,False,True,141
19391,X,46,b,True,b,E,40.162933349609375,0,41,2,2,4,True,False,True,False,True,139
19391,X,47,a,False,b,E,72.70536041259766,0,308,2,2,4,True,False,True,False,True,170
19391,X,48,b,True,b,E,42.75387573242188,0,57,2,2,4,True,False,True,False,True,153
19391,X,49,b,True,b,D,15.541844367980955,0,20,2,2,4,True,False,True,False,True,112
19391,X,50,a,True,a,D,11.343401908874512,0,203,2,2,4,True,False,True,False,True,121
19391,X,51,-,False,a,D,,0,202,2,2,4,True,False,True,False,True,120
19391,X,52,-,False,a,D,,0,5,2,2,4,True,False,True,False,True,99
19391,X,53,-,False,a,C,,0,111,2,2,4,True,True,False,True,False,85
19391,X,54,-,False,a,C,,0,119,2,2,4,True,True,False,True,False,93
19391,X,55,-,False,a,A,,0,64,2,2,4,True,True,False,True,False,2
19391,X,56,-,False,a,B,,0,149,2,2,4,True,False,True,False,True,55
19391,X,57,-,False,b,B,,0,132,2,2,4,True,False,True,False,True,38
19391,X,58,-,False,a,B,,0,146,2,2,4,True,False,True,False,True,52
19391,X,59,-,False,a,E,,0,314,2,2,4,True,False,True,False,True,176
19391,X,60,-,False,a,E,,0,320,2,2,4,True,False,True,False,True,180
13012,Z,0,b,True,b,B,15.95801067352295,2,125,1,1,2,True,False,True,False,True,31
13012,Z,1,a,True,a,E,38.87833786010742,2,307,1,1,2,True,False,True,False,True,169
13012,Z,2,a,False,b,D,26.25861930847168,2,15,1,1,2,True,False,True,False,True,107
13012,Z,3,a,True,a,A,5.0773606300354,2,69,1,1,2,True,True,False,True,False,7
13012,Z,4,a,True,a,E,51.06056594848633,2,322,1,1,2,True,False,True,False,True,182
13012,Z,5,a,True,a,C,12.903719902038574,2,95,1,1,2,True,True,False,True,False,69
13012,Z,6,a,True,a,A,8.421286582946777,2,90,1,1,2,True,True,False,True,False,26
13012,Z,7,b,True,b,B,71.76435089111328,2,326,1,1,2,True,False,True,False,True,61
13012,Z,8,b,True,b,D,8.62263298034668,2,6,1,1,2,True,False,True,False,True,100
13012,Z,9,a,True,a,B,29.28223419189453,2,134,1,1,2,True,False,True,False,True,40
